Submission Date,Property ID,Built,Street Address,SQFT,Auditor,Auditor Phone,Audit Company,Audit Date,Window Type,Window Shading Type,Attic Insulation Type,Average R Value,Open Chase,Cooling System,Condenser Mfg Date ,EER ,Heating system,Heat Fuel Type,Furnace Mfg Date ,AFUE ,Duct Leakage (CFM),Duct  Leakage  (%),Duct System Type,Power Partner Participant,Cooling System2,Condenser Mfg Date 2,EER 2,Heating System2,Heat Fuel Type2,Furnace Mfg Date 2,AFUE 2,Pressure Leakage 2 (CFM),Leakage 2 (%),Duct System 2  Type,Door Weather Stripped,Attic Hatches Weather Stripped,Plumbing Penetrations Sealed,Water Heater Type,Toilet Type
11/28/2016 12:00:00 AM,304328,1996," 4418   Eagles Landing DR Austin, TX, 78735",2584,Kurt Kunkle,(512) 879-3567,Austin Auditors,11/28/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,22,No chases in residence.,CentralAir,2010,11.5,Central,Gas,post-06,80,212 CFM,17.70%,Mylar Flex  ,No,CentralAir,2009,11.5,Central,Gas,post-06,80,127 CFM,15.90%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
01/26/2016 12:00:00 AM,362702,1994," 12716 S PICKET ROPE  LN Austin, TX, 78727",2589,Kyle Bainton,(512) 483-1225,Square House,01/26/2016 12:00:00 AM,Double Pane Windows Installed ,,LF- Fiberglass & Insulsafe,19.8,No chases in residence.,CentralAir,1994,9,Central,Gas,90-05,80, CFM,0.00%,Mylar Flex  ,Yes,CentralAir,1994,9,Central,Gas,90-05,80, CFM,> 80 %,Mylar Flex  ,Yes,No,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
10/17/2016 12:00:00 AM,104610,1983," 1912   Holly Hill DR Austin, TX, 78746",2590,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,10/17/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ","Solar Screens, Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,31.3436293436293,No chases in residence.,CentralAir,2010,11.5,Central,Gas,post-06,80,101 CFM,5.10%,Mylar Flex  ,No,CentralAir,2006,11.5,Central,Gas,post-06,60,74 CFM,6.20%,Mylar Flex  ,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,"1 Low efficiency toilet(s), 2 High efficiency toilet(s)"
08/15/2016 12:00:00 AM,113689,1984," 6300   Indian Canyon  DR Austin, TX, 78746",2593,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,08/15/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,12.1614053487152,Insulate and/or seal open building chases.,CentralAir,2001,9,Central,Gas,post-06,80,230 CFM,38.30%,Duct Board  ,No,CentralAir,2002,9,Central,Gas,90-05,80,366 CFM,18.30%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
03/22/2016 12:00:00 AM,585246,2005," 11017   Silo Valley  DR Austin, TX, 78754",2596,Coby Sackett,(512) 466-7679,Earth Energy Audits,03/22/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Tree Cover  providing shading. ",LF- Fiberglass & Insulsafe,37.4,No chases in residence.,CentralAir,2005,11.5,Central,Gas,90-05,80,193 CFM,12.10%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetrations are sealed,NaturalGas,3 High efficiency toilet(s)
05/03/2016 12:00:00 AM,362653,1994," 12717   Cinchring LN Austin, TX, 78727",2598,Kurt Kunkle,(512) 879-3567,Austin Auditors,05/03/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Solar Screens, Trees providing shading. ",LF- Fiberglass & Insulsafe,26.4,No chases in residence.,CentralAir,2010,11.5,Central,Gas,90-05,80,204 CFM,20.40%,Mylar Flex  ,No,CentralAir,2007,11.5,Central,Gas,90-05,80,144 CFM,18.00%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
08/31/2016 12:00:00 AM,322244,1993," 6304   Clairmont DR Austin, TX, 78749",2600,Kurt Kunkle,(512) 879-3567,Austin Auditors,08/31/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Solar Screens, Trees providing shading. ",LF- Fiberglass & Insulsafe,28.6,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80,245 CFM,12.30%,Mylar Flex  ,Yes,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
12/01/2016 12:00:00 AM,533884,2003," 11000   Sea Hero LN Austin, TX, 78748",2600,Kurt Kunkle,(512) 879-3567,Austin Auditors,12/01/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",Trees providing shading. ,LF- Fiberglass & Insulsafe,17.6,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80,142 CFM,14.20%,Mylar Flex  ,No,CentralAir,2004,9,Central,Gas,90-05,80,158 CFM,15.80%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
06/17/2016 12:00:00 AM,116660,2005," 4   SCOTT CRESCENT   Austin, TX, 78703",2603,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,06/17/2016 12:00:00 AM,Double Pane Windows Installed ,"Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,24.2,Insulate and/or seal open building chases.,CentralAir,2006,11.5,Central,Gas,post-06,80,400 CFM,40.00%,Mylar Flex  Duct Board  ,Yes,CentralAir,2006,11.5,Central,Gas,90-05,80,92 CFM,9.20%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,4 High efficiency toilet(s)
01/25/2016 12:00:00 AM,227394,1953," 2706 W 49 1/2 ST Austin, TX, 78731",2603,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,01/25/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,28.6,No chases in residence.,CentralAir,2010,11.5,Central,Gas,post-06,80,340 CFM,34.00%,Mylar Flex  ,No,CentralAir,2007,11.5,Central,Gas,post-06,80,170 CFM,21.30%,Mylar Flex  ,No weather-stripping,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
05/13/2016 12:00:00 AM,128764,1981," 4707   Westslope CIR Austin, TX, 78731",2604,Kurt Kunkle,(512) 879-3567,Austin Auditors,05/13/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",Batts- Fiberglass,12.8,No uninsulated or unsealed chases in residence.,CentralAir,2015,11.5,Central,Gas,90-05,80,278 CFM,17.40%,Mylar Flex  Duct Board  ,Yes,CentralAir,1999,9,Central,Gas,post-06,80,157 CFM,13.10%,Mylar Flex  Duct Board  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
10/03/2016 12:00:00 AM,285955,1971," 1808   WOODLAND AVE Austin, TX, 78741",2608,SAM BRUCE,(512) 467-0005,GREEN ZONE HOME,10/03/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ",,LF- Fiberglass & Insulsafe,15.4,No uninsulated or unsealed chases in residence.,CentralAir,1999,9,Central,Gas,90-05,80,211 CFM,17.60%,Sheet Metal,No,CentralAir,2008,11.5,Central,Gas,post-06,80,77 CFM,6.40%,Mylar Flex  ,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
05/23/2016 12:00:00 AM,512206,2004," 6425   Carrington DR Austin, TX, 78749",2610,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,05/23/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,29.7,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80,106 CFM,6.60%,Mylar Flex  ,No,CentralAir,2004,9,Central,Gas,90-05,80,60 CFM,7.50%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
10/21/2016 12:00:00 AM,R86143,1989," 9100   AMANDA DR Austin, TX, 78729",2612,Vance Acker,(512) 922-7522,Green Leaf Energy,10/21/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Rockwool,29,No chases in residence.,CentralAir,2000,9,Central,Gas,90-05,80,180 CFM,18.00%,Mylar Flex  ,No,CentralAir,1998,9,Central,Gas,90-05,60,180 CFM,15.00%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 Low efficiency toilet(s)
07/01/2016 12:00:00 AM,R78113,1976," 12211   Waxwing  CIR Austin, TX, 78750",2616,Coby Sackett,(512) 466-7679,Earth Energy Audits,07/01/2016 12:00:00 AM,Double Pane Windows Installed ,"Awnings, Tree Cover  providing shading. ",Batts- Fiberglass,11.2,No chases in residence.,CentralAir,2007,11.5,Central,Gas,90-05,80,363 CFM,25.90%,Sheet Metal,No,CentralAir,1986,8,Central,Gas,pre-90,60,117 CFM,14.60%,Mylar Flex  ,No weather-stripping,No,Plumbing penetrations are sealed,NaturalGas,2 High efficiency toilet(s)
09/21/2016 12:00:00 AM,217086,1963," 2507   LANSBURY DR Austin, TX, 78723",2616,SAM BRUCE,(512) 467-0005,GREEN ZONE HOME,09/21/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ",,LF- Fiberglass & Insulsafe,13.2,Insulate and/or seal open building chases.,CentralAir,2016,11.5,Space Heater,Gas,post-06,80,524 CFM,43.70%,Mylar Flex  Grey Flex  Sheet Metal,No,CentralAir,2016,11.5,Space Heater,Gas,post-06,80, CFM,> 80 %,Mylar Flex  Grey Flex  Sheet Metal,No weather-stripping,No,Plumbing penetrations are sealed,NaturalGas,3 High efficiency toilet(s)
04/05/2016 12:00:00 AM,156360,1988," 10646 S FLORAL PARK DR Austin, TX, 78759",2617,Kyle Bainton,(512) 483-1225,Square House,04/05/2016 12:00:00 AM,Double Pane Windows Installed ,Solar Screens providing shading. ,LF- Rockwool,20.3,No chases in residence.,CentralAir,2001,9,Central,Gas,90-05,80,151 CFM,15.10%,Mylar Flex  Duct Board  ,No,CentralAir,2000,9,Central,Gas,90-05,80,137 CFM,17.10%,Mylar Flex  ,Yes,No,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
02/05/2016 12:00:00 AM,111111,2004," 15321 S Interlachen  DR Austin, TX, 78717",2689,Kyle Bainton,(512) 483-1225,Square House,02/05/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Fiberglass & Insulsafe,33,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80, CFM,0.00%,Mylar Flex  ,No,CentralAir,2013,11.5,Central,Gas,post-06,80, CFM,> 80 %,Mylar Flex  ,Yes,Yes,Plumbing penetrations are sealed,NaturalGas,3 High efficiency toilet(s)
01/22/2016 12:00:00 AM,113886,1995," 6616   Whitemarsh Valley Walk   Austin, TX, 78746",2628,Sam Bruce,(512) 467-0005,Green Zone Home,01/22/2016 12:00:00 AM,Double Pane Windows Installed ,"Awnings,  providing shading. ",LF- Fiberglass & Insulsafe,30.8,No uninsulated or unsealed chases in residence.,CentralAir,2009,14,Central,Gas,90-05,80,210 CFM,10.50%,Mylar Flex  ,No,CentralAir,2004,9,Central,Gas,90-05,80,128 CFM,16.00%,Mylar Flex  ,Yes,No,Plumbing penetrations are sealed,NaturalGas,4 High efficiency toilet(s)
07/14/2016 12:00:00 AM,141476,1975," 7800   STONEYWOOD DR Austin, TX, 78731",2628,SAM BRUCE,(512) 467-0005,GREEN ZONE HOME,07/14/2016 12:00:00 AM,Single Pane Windows Installed ,,LF- Cellulose,19.6353610814656,No chases in residence.,CentralAir,2011,11.5,Central,Gas,post-06,80,240 CFM,12.00%,Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,Unknown
08/17/2016 12:00:00 AM,311878,1993," 7209   Breezy Pass CV Austin, TX, 78749",2630,Kurt Kunkle,(512) 879-3567,Austin Auditors,08/17/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Solar Screens, Trees providing shading. ",LF- Fiberglass & Insulsafe,26.4,No uninsulated or unsealed chases in residence.,CentralAir,2005,11.5,Central,Gas,90-05,80,110 CFM,11.00%,Mylar Flex  ,No,CentralAir,1993,9,Central,Gas,90-05,80,90 CFM,9.00%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,2 High efficiency toilet(s)
04/07/2016 12:00:00 AM,148968,1989," 7206   Holly Fern  CV Austin, TX, 78750",2632,Chad Roesch,(512) 636-9728,A-1 Energy Audits,04/07/2016 12:00:00 AM,Double Pane Windows Installed ,"Solar Screens,  providing shading. ",LF- Rockwool,29,No chases in residence.,CentralAir,2000,9,Central,Gas,90-05,80,152 CFM,19.00%,Grey Flex  ,No,CentralAir,2000,9,Central,Gas,90-05,80,244 CFM,17.40%,Mylar Flex  Grey Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,4 High efficiency toilet(s)
01/14/2016 12:00:00 AM,113868,1984," 6801   St Andrews  WAY Austin, TX, 78746",2634,Kurt Kunkle,(512) 879-3567,Austin Auditors,01/14/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Rockwool,34.8,No chases in residence.,CentralAir,2007,11.5,Central,Gas,post-06,80,259 CFM,18.50%,Mylar Flex  ,No,CentralAir,2007,11.5,Central,Gas,post-06,80,230 CFM,23.00%,Mylar Flex  ,Yes,No,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
05/13/2016 12:00:00 AM,322047,1993," 6033   Abilene  TRL Austin, TX, 78749",2635,Coby Sackett,(512) 563-3913,Green Austin Energy Audits,05/13/2016 12:00:00 AM,Double Pane Windows Installed ,"Solar Screens, Tree Cover  providing shading. ",LF- Fiberglass & Insulsafe,30.8,No chases in residence.,CentralAir,2005,11.5,Central,Gas,90-05,80,312 CFM,19.50%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetrations are sealed,NaturalGas,3 High efficiency toilet(s)
07/08/2016 12:00:00 AM,174417,1975," 11808   Brookwood RD Austin, TX, 78750",2638,Jason French,(512) 563-3913,Axis Green Services,07/08/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Natural providing shading. ",Batts- Fiberglass,25.6,No chases in residence.,HeatPump,2000,9,Heat Pump,Electric,90-05,60,280 CFM,14.00%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,Electric,3 High efficiency toilet(s)
06/20/2016 12:00:00 AM,160939,1999," 10718   Cassia DR Austin, TX, 78759",2639,Chad Roesch,(512) 636-9728,A-1 Energy Audits,06/20/2016 12:00:00 AM,Double Pane Windows Installed ,"Solar Screens, trees providing shading. ",LF- Fiberglass & Insulsafe,29.7,No chases in residence.,CentralAir,1999,9,Central,Gas,90-05,90,362 CFM,18.10%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
04/01/2016 12:00:00 AM,167346,1976," 11700   Barrington  WAY Austin, TX, 78759",2640,Bill Deatrick,(512) 636-6962,360 Home Inspection LLC,04/01/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",Trees providing shading. ,LF- Rockwool,20.1,No chases in residence.,CentralAir,2003,9,Central,Gas,90-05,80, CFM,> 80 %,Mylar Flex  Duct Board  ,No,CentralAir,1992,9,Central,Gas,90-05,60,148 CFM,18.50%,Mylar Flex  Duct Board  ,Yes,No,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
10/17/2016 12:00:00 AM,223786,1990," 6514   Bradley DR Austin, TX, 78723",2649,Kurt Kunkle,(512) 879-3567,Austin Auditors,10/17/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",Trees providing shading. ,LF- Fiberglass & Insulsafe,16.5,No chases in residence.,CentralAir,2010,11.5,Central,Gas,90-05,80,657 CFM,41.10%,Mylar Flex  Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,No,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
01/26/2016 12:00:00 AM,322340,1997," 6307   Clairmont DR Austin, TX, 78749",2651,Kurt Kunkle,(512) 879-3567,Austin Auditors,01/26/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Solar Screens, Trees providing shading. ",LF- Fiberglass & Insulsafe,44,No chases in residence.,CentralAir,2008,11.5,Central,Gas,post-06,80,195 CFM,9.80%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
01/22/2016 12:00:00 AM,148798,1986," 7604   Cat Tail  CV Austin, TX, 78750",2652,Coby Sackett,(512) 466-7679,Earth Energy Audits,01/22/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Tree Cover  providing shading. ",LF- Fiberglass & Insulsafe,44,No chases in residence.,CentralAir,2008,11.5,Central,Gas,post-06,80,194 CFM,24.30%,Mylar Flex  ,No,CentralAir,2015,11.5,Central,Gas,post-06,80,165 CFM,16.50%,Mylar Flex  ,Yes,Yes,Plumbing penetrations are sealed,NaturalGas,3 High efficiency toilet(s)
08/29/2016 12:00:00 AM,317901,1993," 13200   Amasia DR Austin, TX, 78729",2652,Chad Roesch,(512) 636-9728,A-1 Energy Audits,08/29/2016 12:00:00 AM,Single Pane Windows Installed ,trees providing shading. ,LF- Fiberglass & Insulsafe,29.7,No chases in residence.,CentralAir,2003,9,Central,Gas,90-05,80,362 CFM,18.10%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
05/18/2016 12:00:00 AM,138940,1974," 3909   Sidehill Path   Austin, TX, 78731",2655,Coby Sackett,(512) 466-7679,Earth Energy Audits,05/18/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Tree Cover  providing shading. ",LF- Cellulose,28.47457627,No chases in residence.,CentralAir,2012,11.5,Central,Gas,post-06,80,154 CFM,9.60%,Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetrations are sealed,NaturalGas,3 High efficiency toilet(s)
07/27/2016 12:00:00 AM,457462,1999," 4044   Canyon Glen CIR Austin, TX, 78732",2655,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,07/27/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,19.8,No chases in residence.,CentralAir,1998,9,Central,Gas,90-05,80,236 CFM,23.60%,Mylar Flex  ,No,CentralAir,1998,9,Central,Gas,90-05,80,132 CFM,13.20%,Mylar Flex  ,Yes,No,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
02/16/2016 12:00:00 AM,457314,2003," 6812   Jester Wild DR Austin, TX, 78750",2657,Kurt Kunkle,(512) 879-3567,Austin Auditors,02/16/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,22,No uninsulated or unsealed chases in residence.,CentralAir,2003,9,Central,Gas,post-06,80,149 CFM,10.60%,Mylar Flex  ,No,CentralAir,2011,11.5,Central,Gas,post-06,80,135 CFM,11.30%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
04/21/2016 12:00:00 AM,318747,1994," 7906   Siringo  PASS Austin, TX, 78749",2665,Coby Sackett,(512) 466-7679,Earth Energy Audits,04/21/2016 12:00:00 AM,Double Pane Windows Installed ,Tree Cover  providing shading. ,LF- Cellulose,45.5,No chases in residence.,CentralAir,2007,11.5,Central,Gas,post-06,80,236 CFM,19.70%,Mylar Flex  ,No,CentralAir,2006,11.5,Central,Gas,post-06,80,59 CFM,7.40%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
12/27/2016 12:00:00 AM,158619,1992," 6008   Sierra Arbor CT Austin, TX, 78759",2668,Jay Hill - austinaes@yahoo.com,(512) 565-2700,AES ,12/27/2016 12:00:00 AM,Double Pane Windows Installed ,Solar Screens providing shading. ,LF- Fiberglass & Insulsafe,24.2,Insulate and/or seal open building chases.,CentralAir,2012,11.5,Central,Gas,post-06,80,178 CFM,17.80%,Mylar Flex  ,Yes,CentralAir,2012,11.5,Central,Gas,post-06,80,169 CFM,14.10%,Mylar Flex  ,Yes,Yes,Plumbing penetrations are sealed,NaturalGas,3 High efficiency toilet(s)
04/05/2016 12:00:00 AM,105275,1980," 3132   Eanes  CIR Austin, TX, 78746",2673,Vianca Baron,(512) 879-3567,Austin Auditors,04/05/2016 12:00:00 AM,"Single Pane, Double Pane, Low E Windows Installed ","Awnings, Trees providing shading. ",LF- Cellulose,21,No chases in residence.,CentralAir,,8,Central,Gas,post-06,80,217 CFM,10.80%,Mylar Flex  Duct Board  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,No,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
10/28/2016 12:00:00 AM,350151,1980," 2300   Pinevalley  DR Austin, TX, 78747",2676,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,10/28/2016 12:00:00 AM,"Single Pane, Double Pane Windows Installed ","Awnings, Trees providing shading. ",LF- Rockwool,18.47727845,No chases in residence.,CentralAir,2010,11.5,Central,Gas,post-06,80,284 CFM,14.20%,Mylar Flex  Sheet Metal,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,2 Low efficiency toilet(s)
11/11/2015 12:00:00 AM,520982,2002," 8117   Cobblestone   Austin, TX, 78735",2681,Vance Acker,(512) 922-7522,Green Leaf Energy,11/11/2015 12:00:00 AM,Double Pane Windows Installed ,,LF- Fiberglass & Insulsafe,26.4,No chases in residence.,CentralAir,2002,9,Central,Gas,90-05,60,350 CFM,17.50%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Not checked,Plumbing penetration sealing needed,NaturalGas,3 Low efficiency toilet(s)
06/28/2016 12:00:00 AM,362681,1993," 1508   Visalia LN Austin, TX, 78727",2682,Sam Bruce,(512) 467-0005,Green Zone Home,06/28/2016 12:00:00 AM,Double Pane Windows Installed ,"Solar Screens,  providing shading. ",LF- Fiberglass & Insulsafe,17.81589041,No uninsulated or unsealed chases in residence.,CentralAir,2007,11.5,Central,Gas,post-06,80,220 CFM,18.30%,Mylar Flex  ,No,CentralAir,2005,11.5,Central,Gas,90-05,80,131 CFM,13.10%,Mylar Flex  ,Yes,Yes,Plumbing penetrations are sealed,NaturalGas,3 High efficiency toilet(s)
05/25/2016 12:00:00 AM,576624,2004," 2213   National Park BLVD Austin, TX, 78747",2684,Josh Yamin,(512) 450-1980,A-Plus Energy Management,05/25/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Fiberglass & Insulsafe,30.8,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80,195 CFM,12.20%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
10/26/2016 12:00:00 AM,148981,1990," 7317   Jester BLVD Austin, TX, 78750",2685,Jay Hill - austinaes@yahoo.com,(512) 565-2700,AES ,10/26/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Fiberglass & Insulsafe,30.8,No chases in residence.,CentralAir,2006,11.5,Central,Gas,90-05,80,156 CFM,7.80%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,No weather-stripping,Not checked,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
11/14/2016 12:00:00 AM,362578,1992," 12628   Cinchring LN Austin, TX, 78727",2688,Chad Roesch,(512) 636-9728,A-1 Energy Audits,11/14/2016 12:00:00 AM,Double Pane Windows Installed ,"Solar Screens, trees providing shading. ",LF- Fiberglass & Insulsafe,26.4,No chases in residence.,CentralAir,2011,11.5,Central,Gas,90-05,80,382 CFM,19.10%,Mylar Flex  ,No,None,,8,None,Electric,post-06,60,N/A,N/A,No second duct system,Yes,Yes,Plumbing penetrations are sealed,NaturalGas,3 High efficiency toilet(s)
01/27/2016 12:00:00 AM,108178,1989," 1803   Groveton CV Austin, TX, 78746",2689,Kurt Kunkle,(512) 879-3567,Austin Auditors,01/27/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ",,LF- Fiberglass & Insulsafe,37.84,No chases in residence.,CentralAir,2004,9,Central,Gas,90-05,80,301 CFM,30.10%,Mylar Flex  ,No,CentralAir,2004,9,Central,Gas,90-05,80,165 CFM,13.80%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
05/25/2016 12:00:00 AM,505813,2000," 1733   Lynnville TRL Austin, TX, 78727",2695,Quincy Bishop,(512) 730-9652,Austin's ECAD Specialist,05/25/2016 12:00:00 AM,"Double Pane, Low E Windows Installed ","Solar Film, Awnings, Trees providing shading. ",LF- Fiberglass & Insulsafe,19.8,No chases in residence.,CentralAir,2001,9,Central,Gas,90-05,80,100 CFM,8.30%,Mylar Flex  ,No,CentralAir,2001,9,Central,Gas,90-05,80,76 CFM,5.40%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
02/01/2016 12:00:00 AM,457955,2003," 7210   Ellaview  LN Austin, TX, 78759",2703,Chad Roesch,(512) 636-9728,A-1 Energy Audits,02/01/2016 12:00:00 AM,Low E Windows Installed ,trees providing shading. ,LF- Fiberglass & Insulsafe,29.7,No chases in residence.,CentralAir,2003,9,Central,Gas,90-05,80,163 CFM,16.30%,Mylar Flex  ,No,CentralAir,2003,9,Central,Gas,90-05,80,151 CFM,15.10%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
10/07/2016 12:00:00 AM,362695,1994," 1529   Visalia LN Austin, TX, 78727",2704,Chad Roesch,(512) 636-9728,A-1 Energy Audits,10/07/2016 12:00:00 AM,Double Pane Windows Installed ,"Solar Screens, trees providing shading. ",LF- Fiberglass & Insulsafe,29.7,No chases in residence.,CentralAir,1994,9,Central,Gas,90-05,80,254 CFM,18.10%,Mylar Flex  ,No,CentralAir,2007,11.5,Central,Gas,90-05,80,194 CFM,19.40%,Mylar Flex  ,Yes,Yes,Plumbing penetration sealing needed,NaturalGas,3 High efficiency toilet(s)
10/20/2016 12:00:00 AM,154954,1993," 9201   Spicebrush  DR Austin, TX, 78759",2707,Coby Sackett,(512) 466-7679,Earth Energy Audits,10/20/2016 12:00:00 AM,Double Pane Windows Installed ,"Awnings, Tree Cover  providing shading. ",LF- Fiberglass & Insulsafe,41.8,No chases in residence.,CentralAir,1993,9,Central,Gas,post-06,80,266 CFM,22.20%,Mylar Flex  ,Yes,CentralAir,2016,11.5,Heat Pump,Gas,post-06,80,118 CFM,9.80%,Mylar Flex  ,Yes,Yes,Plumbing penetrations are sealed,Electric,3 High efficiency toilet(s)
